Obesity Prevalence,,,Year 2013,Year 2013,Year 2012,Year 2012,Year 2004,Year 2004
State,FIPS Codes,County,number,percent,number,percent,number,percent
South Dakota,46123,Tripp County,1273,30.7,1236,30.1,1227,27.6
South Dakota,46125,Turner County,2042,32.9,2018,32.8,1655,25.9
South Dakota,46127,Union County,3234,30.4,3234,30.5,2449,25.4
South Dakota,46129,Walworth County,1182,28.4,1188,28.5,1023,25
South Dakota,46135,Yankton County,5172,30,4874,28.5,4217,26.2
South Dakota,46137,Ziebach County,711,42,733,43.3,544.6,34.3
Tennessee,47001,Anderson County,18402,31.7,19070,33.1,13410,24.5
Tennessee,47003,Bedford County,10476,32.1,10912,33.7,7236,24.1
Tennessee,47005,Benton County,4124,32.4,4325,33.9,3213,25.2
Tennessee,47007,Bledsoe County,3587,32.7,3210,32.3,2460,25.2
Tennessee,47009,Blount County,32505,34,32155,34.1,23660,27.5
Tennessee,47011,Bradley County,26544,34.9,25289,33.6,18380,27.1
Tennessee,47013,Campbell County,10032,32.5,9917,32,7959,25.7
Tennessee,47015,Cannon County,3536,33.3,3343,31.6,2544,25.8
Tennessee,47017,Carroll County,6944,32.4,6501,30.3,6224,28.2
Tennessee,47019,Carter County,14313,31.8,13204,29.5,12300,26.9
Tennessee,47021,Cheatham County,9863,33.8,9450,32.8,6715,24.4
Tennessee,47023,Chester County,4056,32,4058,32.4,2976,25.8
Tennessee,47025,Claiborne County,7563,30.8,8436,34.4,6458,27.9
Tennessee,47027,Clay County,1900,31.3,2034,33.4,1647,26.6
Tennessee,47029,Cocke County,9358,34.4,9224,33.7,7029,26.7
Tennessee,47031,Coffee County,14115,35.9,15026,38.4,9107,24.7
Tennessee,47033,Crockett County,3565,33,3710,34.5,2917,27.2
Tennessee,47035,Cumberland County,13387,29.2,13804,30.4,10330,26.4
Tennessee,47037,Davidson County,153959,30.9,154545,31.5,108300,25.5
Tennessee,47039,Decatur County,3297,36.3,3401,37.8,2191,24.2
Tennessee,47041,DeKalb County,4577,31.8,4638,32.5,3638,26.5
Tennessee,47043,Dickson County,13338,35.9,13976,37.8,8921,27.1
Tennessee,47045,Dyer County,10386,37.2,9854,35.3,7959,29
Tennessee,47047,Fayette County,9251,31.1,9574,32.6,6667,26.9
Tennessee,47049,Fentress County,4808,35.5,4927,36.4,3146,24.7
Tennessee,47051,Franklin County,9634,30.9,9417,30.6,7805,25.6
Tennessee,47053,Gibson County,11719,32.3,11233,30.9,10340,28.8
Tennessee,47055,Giles County,7053,32.1,7476,33.9,5744,26.3
Tennessee,47057,Grainger County,6079,35,5524,32,4114,24.8
Tennessee,47059,Greene County,15738,29.8,17417,33,12760,25.9
Tennessee,47061,Grundy County,3206,31.3,3084,30,3091,28.8
Tennessee,47063,Hamblen County,14469,30.8,14088,30.2,11940,26.8
Tennessee,47065,Hamilton County,80104,30.2,78609,29.9,63150,27.3
Tennessee,47067,Hancock County,1570,30.6,1601,31,1321,25.9
Tennessee,47069,Hardeman County,7739,37.8,7944,38.6,5993,28.4
Tennessee,47071,Hardin County,6392,31.9,6805,34,5051,25.7
Tennessee,47073,Hawkins County,14335,32.9,14936,34.5,10720,25.4
Tennessee,47075,Haywood County,5149,38.4,5531,41.3,4107,29.2
Tennessee,47077,Henderson County,7216,34.8,7611,36.7,4887,25.2
Tennessee,47079,Henry County,8346,33.7,8933,36,6574,27.3
Tennessee,47081,Hickman County,5919,32.1,5881,32,4651,26.5
Tennessee,47083,Houston County,2086,33.2,2205,35.1,1518,25.6
Tennessee,47085,Humphreys County,4911,35.6,4796,34.8,3410,25
Tennessee,47087,Jackson County,3143,34.7,2876,32,2292,26.6
Tennessee,47089,Jefferson County,13611,34.2,11186,28.4,8626,24.1
Tennessee,47091,Johnson County,4227,29.2,4322,29.7,3601,24.9
Tennessee,47093,Knox County,99238,29.7,95164,28.7,77840,25.9
Tennessee,47095,Lake County,2356,37.5,2336,37.1,1702,27.8
Tennessee,47097,Lauderdale County,7851,38.3,7859,38.2,5653,28.7
Tennessee,47099,Lawrence County,10444,34,10202,33.3,8440,28.5
Tennessee,47101,Lewis County,3096,34.3,2848,31.8,2245,26.7
Tennessee,47103,Lincoln County,8111,32.1,7316,29.1,6300,26.2
Tennessee,47105,Loudon County,10826,27.5,10785,27.8,8545,26.3
Tennessee,47107,McMinn County,13368,33.7,14106,35.6,10090,26.5
Tennessee,47109,McNairy County,7576,38.6,6992,35.6,4959,26.6
Tennessee,47111,Macon County,5668,34.2,5738,34.9,4140,26.4
Tennessee,47113,Madison County,24779,34.3,26069,36.3,20520,30.4
Tennessee,47115,Marion County,7135,32.9,6620,30.6,5417,26
Tennessee,47117,Marshall County,7207,31.3,7525,32.9,6085,29.5
Tennessee,47119,Maury County,20886,33.6,22592,37.1,14310,26.4
Tennessee,47121,Meigs County,2525,27.9,2769,30.7,2223,26.1
Tennessee,47123,Monroe County,12186,35.5,12354,36.1,7958,25.6
Tennessee,47125,Montgomery County,37664,29,37791,29.2,25130,25.8
Tennessee,47127,Moore County,1556,32,1648,33.9,1159,25.5
Tennessee,47129,Morgan County,5129,30.3,5301,30.9,3861,25.2
Tennessee,47131,Obion County,7917,33.6,7668,32.4,6822,28.1
Tennessee,47133,Overton County,5474,33,5312,31.9,4109,26.5
Tennessee,47135,Perry County,1861,31.4,1933,32.7,1481,26
Tennessee,47137,Pickett County,1335,33.1,1350,33.5,933.9,24.8
Tennessee,47139,Polk County,4451,34.9,4202,33.2,3216,26.5
Tennessee,47141,Putnam County,17957,32.6,18513,33.9,12380,25.3
Tennessee,47143,Rhea County,7317,30.4,8366,35,5855,26.7
Tennessee,47145,Roane County,14089,34.1,14095,33.9,10640,26.2
Tennessee,47147,Robertson County,17370,35.6,16978,35.1,11750,27.5
Tennessee,47149,Rutherford County,66374,33,66120,33.9,39620,26.4
Tennessee,47151,Scott County,4655,28.9,4995,30.8,4100,25.9
Tennessee,47153,Sequatchie County,3149,28.3,3257,30,2292,25
Tennessee,47155,Sevier County,21913,30.6,21600,30.7,16540,28.3
Tennessee,47157,Shelby County,219373,32.6,224383,33.5,175700,27.8
Tennessee,47159,Smith County,5198,36.8,5019,35.5,3859,28.3
Tennessee,47161,Stewart County,3196,31.4,3099,30.6,2614,27.2
Tennessee,47163,Sullivan County,36709,30.1,37923,31.2,31300,26.7
Tennessee,47165,Sumner County,36847,29.7,34467,28.4,23610,22.8
Tennessee,47167,Tipton County,15581,35.4,14735,33.7,10860,28.1
Tennessee,47169,Trousdale County,1916,32.9,1928,33.4,1485,26.3
Tennessee,47171,Unicoi County,4758,33.4,4538,31.8,3737,26.9
Tennessee,47173,Union County,4415,31,4563,31.9,3690,26.5
Tennessee,47175,Van Buren County,1402,32.1,1388,31.6,1110,26.6
Tennessee,47177,Warren County,9273,31.4,9321,31.7,7165,24.3
Tennessee,47179,Washington County,31110,32.2,31109,32.4,21580,25.4
Tennessee,47181,Wayne County,4413,32.7,4432,32.8,3604,27.3
Tennessee,47183,Weakley County,8033,30.9,8047,30.7,6825,26.9
Tennessee,47185,White County,6206,31.2,5959,30.2,5019,27.9
Tennessee,47187,Williamson County,35702,25.9,36191,27.2,23940,22.9
Tennessee,47189,Wilson County,28368,31.7,28962,33.2,18330,25.7
Texas,48001,Anderson County,14450,31.6,15249,33.4,11110,25.6
Texas,48003,Andrews County,3150,28.1,3126,28.8,2217,25.4
Texas,48005,Angelina County,23408,37.5,20906,33.6,14980,26.4
Texas,48007,Aransas County,5171,26.9,5286,28,4439,24.6
Texas,48009,Archer County,1777,27.1,1945,29.9,1633,24.6
Texas,48011,Armstrong County,398,27.2,448,30.5,394.5,25.1
Texas,48013,Atascosa County,9099,27.9,8931,27.9,7066,24.5
Texas,48015,Austin County,5693,27,5830,27.8,4701,25.5
Texas,48017,Bailey County,1258,26.7,1396,29.7,1073,23.9
Texas,48019,Bandera County,4489,27.1,4523,27.5,3574,24.3
Texas,48021,Bastrop County,18099,33.1,17461,32.5,12340,25.4
Texas,48023,Baylor County,779,28.1,813,29.1,708.9,24.1
Texas,48025,Bee County,7244,29.3,7510,30.6,6224,25.3
Texas,48027,Bell County,65754,29,67059,30,45240,27.4
Texas,48029,Bexar County,351668,27.3,353823,28.2,251400,24.5
Texas,48031,Blanco County,2380,28.7,2492,30.4,1609,24.1
Texas,48033,Borden County,133,27.3,142,29.8,129.2,24.4
Texas,48035,Bosque County,3768,27.8,4135,30.3,3236,24.4
Texas,48037,Bowie County,22245,32.4,22346,32.7,17510,26.5
Texas,48039,Brazoria County,72786,31.2,72004,31.6,49090,26.1
Texas,48041,Brazos County,42406,28.4,38114,26,25480,23
Texas,48043,Brewster County,2000,27.7,1978,27.6,1643,24.3
Texas,48045,Briscoe County,308,26.4,346,29.8,293.6,24.6
Texas,48047,Brooks County,1354,27.2,1444,29.1,1237,24
Texas,48049,Brown County,7076,25.2,7688,27.5,7154,26.1
Texas,48051,Burleson County,3836,29.8,3892,30.3,3326,27.1
Texas,48053,Burnet County,10114,30,10194,31,7213,23.8
Texas,48055,Caldwell County,7418,26.4,7808,28.4,6340,24.8
Texas,48057,Calhoun County,4559,29.1,4641,30,3481,24.4
Texas,48059,Callahan County,2897,28.4,2990,29.4,2402,24.5
Texas,48061,Cameron County,90074,33.2,84958,31.8,55340,23.8
Texas,48063,Camp County,2816,31.8,2864,32.2,2161,25.8
Texas,48065,Carson County,1235,28.4,1306,29.4,1193,25.9
Texas,48067,Cass County,7155,31.3,6951,30.7,5998,27
Texas,48069,Castro County,1492,28.1,1631,30.3,1269,25.3
Texas,48071,Chambers County,7394,28.6,7881,31.4,5205,26.2
Texas,48073,Cherokee County,10939,30.1,11255,30.9,9046,26.5
Texas,48075,Childress County,1475,27,1624,29.9,1450,25.1
Texas,48077,Clay County,2332,29.4,2448,30.8,2151,25.7
Texas,48079,Cochran County,554,26.9,612,29.5,542.8,24.9
Texas,48081,Coke County,709,28.1,731,29,612.9,23.1
Texas,48083,Coleman County,1831,28.1,1960,29.7,1554,23.8
Texas,48085,Collin County,147769,24.6,145542,25,101700,23.2
Texas,48087,Collingsworth County,594,28,634,30.1,527.1,24.2
Texas,48089,Colorado County,4401,28.5,4690,30.5,3688,24.8
Texas,48091,Comal County,23659,26.7,24317,28.5,16330,24.2
Texas,48093,Comanche County,2872,28.3,3169,31,2353,23.7
Texas,48095,Concho County,964,27.5,1070,31.2,768.2,24.5
Texas,48097,Cooke County,8202,29.2,8514,30.2,6929,25.5
Texas,48099,Coryell County,16690,30.3,17362,31.8,12870,24.8
Texas,48101,Cottle County,299,27.4,334,30,321.9,24.6
Texas,48103,Crane County,947,29.3,913,29.1,635.3,24.8
Texas,48105,Crockett County,747,27.9,820,31,682.6,24.4
Texas,48107,Crosby County,1157,27.8,1234,29.2,1148,25.6
Texas,48109,Culberson County,457,27.6,503,30.8,440.9,24.5
Texas,48111,Dallam County,1464,31.5,1481,32,1026,25
Texas,48113,Dallas County,482453,27.6,482857,28,375500,23.8
Texas,48115,Dawson County,2864,29.9,3214,32.1,2510,24.3
Texas,48117,Deaf Smith County,3682,29.4,4066,32.3,2860,24.1
Texas,48119,Delta County,1105,28,1177,29.3,1008,24.6
Texas,48121,Denton County,114100,22.1,118941,23.9,82420,22.2
Texas,48123,DeWitt County,4740,30.6,5054,32.6,3762,24.7
Texas,48125,Dickens County,472,26.6,530,29,522.6,24.2
Texas,48127,Dimmit County,2182,29.9,2220,31.4,1645,24.9
Texas,48129,Donley County,730,27.6,833,31.3,730.8,25.1
Texas,48131,Duval County,2286,27.8,2453,29.7,2110,24.2
Texas,48133,Eastland County,3810,28.2,4327,31.8,3280,24.3
Texas,48135,Ector County,32012,31.6,30295,30.9,20370,24.5
Texas,48137,Edwards County,390,27.1,441,29.1,349.5,25
Texas,48139,Ellis County,32514,29.8,30347,28.5,22520,25.5
Texas,48141,El Paso County,160620,28.4,149010,26.6,107300,23.2
Texas,48143,Erath County,8111,28.2,8869,31.2,5951,24.7
Texas,48145,Falls County,3944,29.8,4054,30.1,3290,26.3
Texas,48147,Fannin County,7323,28.4,8165,31.7,6490,26.5
Texas,48149,Fayette County,5154,27.1,5552,29.4,4132,24.5
Texas,48151,Fisher County,779,26.7,860,29.2,741.2,24.1
Texas,48153,Floyd County,1163,26.8,1258,28.9,1196,24.4
Texas,48155,Foard County,258,26.3,286,28.5,268.5,23.8
Texas,48157,Fort Bend County,108301,23.9,100761,23.5,75470,24.9
Texas,48159,Franklin County,2099,26.9,2220,28.5,1785,23.6
Texas,48161,Freestone County,4188,28.5,4474,30.7,3552,25.5
Texas,48163,Frio County,3628,27.5,4026,31.3,2859,25.2
Texas,48165,Gaines County,3609,30.6,3711,32.4,2257,24.3
Texas,48167,Galveston County,61541,27.6,54392,24.9,49750,25.7
Texas,48169,Garza County,1368,27.5,1531,31,862,24.7
Texas,48171,Gillespie County,5318,26.8,6105,31.1,3930,22.5
Texas,48173,Glasscock County,234,26.8,253,29.1,222.8,25
Texas,48175,Goliad County,1666,29.2,1748,31.6,1289,24.6
Texas,48177,Gonzales County,4210,29.5,4628,32.9,3464,25.6
Texas,48179,Gray County,4718,28.4,4672,28.1,4042,25.5
Texas,48181,Grayson County,26053,28.9,26310,29.4,20840,24.8
Texas,48183,Gregg County,31126,35.3,30785,35.1,20500,25.3
Texas,48185,Grimes County,5933,29.1,6395,31.7,4976,26.7
Texas,48187,Guadalupe County,31217,30.9,31377,32,17240,24.5
Texas,48189,Hale County,7515,30.6,7003,28.3,5806,24.2
Texas,48191,Hall County,681,29.1,743,31.1,642.3,24.1
Texas,48193,Hamilton County,1908,30,2113,33,1401,23.3
Texas,48195,Hansford County,1045,28.1,1071,28.6,870,24.2
Texas,48197,Hardeman County,846,28.5,950,31.7,792.4,24.5
Texas,48199,Hardin County,12917,32.1,13706,34.4,8806,24.4
Texas,48201,Harris County,828815,27.2,812886,27.4,581500,23.4
Texas,48203,Harrison County,16086,33.3,15919,33,11720,26.2
Texas,48205,Hartley County,1279,27.3,1422,29.8,1044,25.1
Texas,48207,Haskell County,1240,27.3,1334,29.5,1013,24
Texas,48209,Hays County,29950,23.8,28397,23.6,19770,23.3
Texas,48211,Hemphill County,735,26.8,841,30.9,595.5,25.1
Texas,48213,Henderson County,17887,30.2,18493,31.2,13790,23.6
Texas,48215,Hidalgo County,177033,34.4,184863,36.7,105300,26.1
Texas,48217,Hill County,7362,28.7,7850,30.5,6721,26.6
Texas,48219,Hockley County,4985,30.7,4729,29.5,3779,24.5
Texas,48221,Hood County,10818,26.5,10406,25.8,8365,23.9
Texas,48223,Hopkins County,7835,30.5,7495,29.3,6007,25.2
Texas,48225,Houston County,5085,28.3,5440,29.9,4381,24.9
Texas,48227,Howard County,8476,31.1,8104,30.5,5791,24
Texas,48229,Hudspeth County,615,26.3,677,29,523.3,24.8
Texas,48231,Hunt County,17262,27,19173,30.3,14810,25.4
Texas,48233,Hutchinson County,4830,31.1,5109,32.9,4030,25.4
Texas,48235,Irion County,335,27.9,349,29.4,314.8,24.3
Texas,48237,Jack County,1806,26.9,1986,29.3,1667,24.7
Texas,48239,Jackson County,3371,32.2,3420,33.4,2546,25
Texas,48241,Jasper County,7590,29.1,8632,33,6756,26.4
Texas,48243,Jeff Davis County,497,26.2,523,27.3,421.2,24.7
Texas,48245,Jefferson County,61796,33.2,67939,36.9,47760,26.8
Texas,48247,Jim Hogg County,981,27.3,1094,30.4,831.9,24.4
Texas,48249,Jim Wells County,8154,28.5,8375,29.3,6733,24.5
Texas,48251,Johnson County,33199,30.2,36007,33.2,26290,26.2
Texas,48253,Jones County,4388,27.4,4810,30.2,3766,24.9
Texas,48255,Karnes County,3298,29.2,3499,30.5,2954,25
Texas,48257,Kaufman County,20512,27.2,22545,30.5,14780,24.6
Texas,48259,Kendall County,7551,27.3,7271,27.4,4706,23.8
Texas,48261,Kenedy County,83,26.4,94,29.5,72.14,25.1
Texas,48263,Kent County,158,26.4,187,29.6,144,24
Texas,48265,Kerr County,10378,26.7,9814,25.3,8121,23.4
Texas,48267,Kimble County,1001,28.4,1064,29.6,828.8,24.3
Texas,48269,King County,57,27.5,61,29,54.72,25.2
Texas,48271,Kinney County,750,26.7,822,29.4,588.9,23.9
Texas,48273,Kleberg County,6259,28,6814,30.5,5232,24.6
Texas,48275,Knox County,727,26.6,800,29.4,654.1,24.2
Texas,48277,Lamar County,11900,32.7,12430,33.9,9308,26.2
Texas,48279,Lamb County,2920,31,2719,28.6,2459,24.6
Texas,48281,Lampasas County,4195,28.2,4158,28.1,3648,24.7
Texas,48283,La Salle County,1517,26.6,1648,30.4,1018,25.2
Texas,48285,Lavaca County,4655,32,4657,32.1,3518,25
Texas,48287,Lee County,3432,28.1,3732,30.9,2953,25.9
Texas,48289,Leon County,3731,29.5,3883,30.6,2972,24.7
Texas,48291,Liberty County,15411,27.6,15855,28.7,13810,26
Texas,48293,Limestone County,5904,33.9,6067,34.6,4150,25.2
Texas,48295,Lipscomb County,663,27.2,714,29.9,546.5,25
Texas,48297,Live Oak County,2570,27.6,2729,29.9,2243,24.8
Texas,48299,Llano County,4320,27,4282,27.1,3346,22.6
Texas,48301,Loving County,21,29,20,31.2,10.22,24.9
Texas,48303,Lubbock County,57416,27.7,57570,28.1,43320,24.5
Texas,48305,Lynn County,1144,28.4,1272,31.3,1024,24.6
Texas,48307,McCulloch County,1740,28.5,1907,31,1374,23.8
Texas,48309,McLennan County,48843,28.6,51139,30.3,36880,23.9
Texas,48311,McMullen County,196,32.2,182,31.3,158.1,24.3
Texas,48313,Madison County,3023,28.8,3205,30.7,2551,25.2
Texas,48315,Marion County,2545,31.3,2691,33,2199,26.2
Texas,48317,Martin County,966,27.1,1014,29.9,704.8,24.6
Texas,48319,Mason County,824,26.2,879,28.3,733.8,24.7
Texas,48321,Matagorda County,8414,31.9,8784,33.4,6936,26.6
Texas,48323,Maverick County,10681,29.4,10607,30.1,7752,25.1
Texas,48325,Medina County,11066,32.2,10790,31.8,7111,24
Texas,48327,Menard County,469,27.3,511,28.7,419.3,23.9
Texas,48329,Midland County,32788,30.9,31548,30.8,20330,24.9
Texas,48331,Milam County,5194,29.7,5421,31.2,4684,26.2
Texas,48333,Mills County,956,26.1,1011,27.9,924.8,24.4
Texas,48335,Mitchell County,1847,26.6,2075,28.5,1836,25.6
Texas,48337,Montague County,3776,25.9,4055,27.5,3500,24.1
Texas,48339,Montgomery County,86519,24.5,95578,28,61530,24.3
Texas,48341,Moore County,4349,29.9,4564,31.2,3296,25.3
Texas,48343,Morris County,2852,30,3226,33.8,2498,26.2
Texas,48345,Motley County,248,26.8,257,28.1,231.1,24.2
Texas,48347,Nacogdoches County,14763,32.2,15069,32.6,10920,25.9
Texas,48349,Navarro County,9692,28.4,11635,34.2,8774,26.2
Texas,48351,Newton County,2998,28,3255,30.5,2842,27.1
Texas,48353,Nolan County,3146,29,3275,30.7,2635,25
Texas,48355,Nueces County,85361,33.6,79705,32,55990,25.5
Texas,48357,Ochiltree County,2028,28.7,2123,30.5,1554,25.3
Texas,48359,Oldham County,409,29.3,424,31.7,341.7,25.4
Texas,48361,Orange County,17895,29.5,18727,31,15500,25.6
Texas,48363,Palo Pinto County,6001,29.4,6073,29.8,4916,24.9
Texas,48365,Panola County,5347,30.7,5662,32.3,4285,26
Texas,48367,Parker County,25351,29,26796,30.7,17180,23.9
Texas,48369,Parmer County,1975,29.4,2119,31.2,1617,25
Texas,48371,Pecos County,3291,28.6,3458,30.3,2812,24.9
Texas,48373,Polk County,10408,29.4,11810,33.5,9283,26.4
Texas,48375,Potter County,26496,31,25516,29.8,19220,23.7
Texas,48377,Presidio County,1331,26.1,1454,27.9,1194,24.2
Texas,48379,Rains County,2516,29.7,2535,30.1,2073,24.6
Texas,48381,Randall County,24466,26.6,24095,26.7,20300,26.1
Texas,48383,Reagan County,666,27.7,703,30.1,516,25.5
Texas,48385,Real County,740,27.6,803,29.8,557.4,24
Texas,48387,Red River County,2971,30.7,3027,30.9,2544,24.9
Texas,48389,Reeves County,2995,28.3,3063,29.5,1995,24.9
Texas,48391,Refugio County,1532,28.4,1640,30.6,1402,25.2
Texas,48393,Roberts County,179,26.6,182,29.4,163.3,26.2
Texas,48395,Robertson County,3586,29.8,3651,30.5,2944,26.3
Texas,48397,Rockwall County,14892,25.3,15848,27.8,10450,25.5
Texas,48399,Runnels County,2030,26.8,2116,27.7,1864,23.9
Texas,48401,Rusk County,12391,30.8,14207,35.4,9425,26.7
Texas,48403,Sabine County,2298,27.8,2379,28.8,1978,24.7
Texas,48405,San Augustine County,2188,32.3,2285,33.4,1719,25.6
Texas,48407,San Jacinto County,5671,28.1,6167,30.6,5007,27.6
Texas,48409,San Patricio County,15242,33,14372,31.7,11240,24.6
Texas,48411,San Saba County,1197,27.4,1378,29.7,1032,24.6
Texas,48413,Schleicher County,607,27.5,644,29.4,488.3,24.9
Texas,48415,Scurry County,3245,26.2,3515,28.6,2796,24.2
Texas,48417,Shackelford County,703,28.3,832,33.5,573.4,24.4
Texas,48419,Shelby County,5757,31.2,6328,34.4,4742,25.6
Texas,48421,Sherman County,579,27.5,628,30.3,518.9,24.8
Texas,48423,Smith County,46314,29.6,43436,28.2,37060,28
Texas,48425,Somervell County,1740,27.6,1866,29.9,1298,24.5
Texas,48427,Starr County,11697,29.6,11616,29.9,8644,24.3
Texas,48429,Stephens County,1900,27,2078,29.6,1826,26.1
Texas,48431,Sterling County,245,27.4,266,30.8,230,24.2
Texas,48433,Stonewall County,292,27,328,29.4,261.8,24.2
Texas,48435,Sutton County,763,26.6,845,30.2,731,25.1
Texas,48437,Swisher County,1542,27.7,1693,30,1302,23.9
Texas,48439,Tarrant County,390635,29.1,369325,28.1,245100,22.3
Texas,48441,Taylor County,29594,30.8,30012,31.3,21650,24.9
Texas,48443,Terrell County,194,26.8,211,29.7,180.7,24.8
Texas,48445,Terry County,2631,29.2,2918,32.4,2197,25.3
Texas,48447,Throckmorton County,325,26.8,354,28.9,293.7,23.8
Texas,48449,Titus County,6789,30.9,6897,31.5,4773,24.6
Texas,48451,Tom Green County,23167,27.6,21443,25.9,16790,22.9
Texas,48453,Travis County,168547,20.3,164828,20.4,121800,19.4
Texas,48455,Trinity County,3070,27.4,3404,30.8,2849,26.4
Texas,48457,Tyler County,5211,31,5464,32.6,3824,24.2
Texas,48459,Upshur County,8657,29.6,9480,32.4,7039,26.1
Texas,48461,Upton County,626,26.9,696,30.4,553.7,25.3
Texas,48463,Uvalde County,5554,30,5710,31.2,4303,24.4
Texas,48465,Val Verde County,10028,30,9480,28.8,7510,24
Texas,48467,Van Zandt County,11765,30.2,12153,31.3,9008,23.7
Texas,48469,Victoria County,22082,34.3,21539,34,15150,25.7
Texas,48471,Walker County,16421,29.7,16804,30.9,12180,25.7
Texas,48473,Waller County,10508,33.6,9432,30.9,6356,26.6
Texas,48475,Ward County,2224,28.5,2329,30.6,1730,24.7
Texas,48477,Washington County,7493,29.6,7567,30.2,5746,26
Texas,48479,Webb County,51456,31.3,50508,31.5,31110,23.9
Texas,48481,Wharton County,9374,31.9,9230,31.6,8001,27.9
Texas,48483,Wheeler County,1139,27.8,1185,29.5,881.8,24.7
Texas,48485,Wichita County,30057,31.1,27785,28.9,21700,24.4
Texas,48487,Wilbarger County,2687,28,2848,29.6,2424,25.2
Texas,48489,Willacy County,4307,27.6,4530,29.1,3196,24.1
Texas,48491,Williamson County,102816,31.1,91161,28.7,46660,21.3
Texas,48493,Wilson County,10339,31.4,8801,27.6,6290,24.3
Texas,48495,Winkler County,1412,27.7,1523,30.9,1182,25.4
Texas,48497,Wise County,13616,30.9,13877,32,10060,25.5
Texas,48499,Wood County,10010,30.1,9837,30,7549,24.5
Texas,48501,Yoakum County,1422,26.7,1510,28.6,1260,25.7
Texas,48503,Young County,3680,27.1,3704,27.3,3133,23.7
Texas,48505,Zapata County,2389,26.3,2697,30,2071,24.5
Texas,48507,Zavala County,2206,27.4,2339,29.7,1831,24.3
Utah,49001,Beaver County,1072,25.7,1151,27.6,810.7,20.6
Utah,49003,Box Elder County,10988,33.5,10548,32.8,7032,23.9
Utah,49005,Cache County,16520,21.8,16662,22.4,12490,19.7
Utah,49007,Carbon County,3908,26.6,4311,28.9,3037,22.5
Utah,49009,Daggett County,219,26.1,211,26.1,147.4,20.4
Utah,49011,Davis County,51295,25,49311,24.6,32980,19.6
Utah,49013,Duchesne County,3523,27.6,3223,26.3,2437,25.8
Utah,49015,Emery County,1831,25.8,1964,27.2,1574,22.4
Utah,49017,Garfield County,1189,32.5,1065,29,648.6,21.5
Utah,49019,Grand County,1573,22.3,1606,22.8,1194,18.8
Utah,49021,Iron County,7235,23.3,7142,23,4946,20.9
Utah,49023,Juab County,1788,28,1757,27.9,1240,22.2
Utah,49025,Kane County,1402,26.1,1250,23.3,946.6,21.9
Utah,49027,Millard County,2594,31.3,2371,28.8,1926,24.6
Utah,49029,Morgan County,1392,22,1377,22.5,993.2,20.2
Utah,49031,Piute County,282,26.1,266,24.9,218.1,22.4
Utah,49033,Rich County,404,26.4,402,26.8,295.9,21.5
Utah,49035,Salt Lake County,189402,25.4,183521,25.1,134600,21.2
Utah,49037,San Juan County,2558,26.7,2418,25.6,1826,21.4
Utah,49039,Sanpete County,4780,25.4,4575,24.7,3050,20.3
Utah,49041,Sevier County,4163,29.9,4221,30.7,2640,20.8
Utah,49043,Summit County,3931,14.4,3634,13.6,2978,12.4
Utah,49045,Tooele County,11997,31.7,11533,31,7505,23.6
Utah,49047,Uintah County,6313,27.6,6286,28.4,4406,25.2
Utah,49049,Utah County,81905,24.4,76072,23.2,52270,19.4
Utah,49051,Wasatch County,3912,23,3738,23.1,2199,18.4
Utah,49053,Washington County,24041,23.7,22897,23.2,14020,18.7
Utah,49055,Wayne County,432,22.8,440,23.3,348.6,21
Utah,49057,Weber County,46209,28.4,43784,27.3,31750,22.6
Vermont,50001,Addison County,6498,23,6568,23.5,5634,20.9
Vermont,50003,Bennington County,6855,24.1,6995,24.8,5316,18.8
Vermont,50005,Caledonia County,6694,28.3,6842,29.1,4682,20.6
Vermont,50007,Chittenden County,23951,19.8,25030,20.9,19440,17.5
Vermont,50009,Essex County,1488,29.8,1373,27.5,1049,20.9
Vermont,50011,Franklin County,9892,27.5,10039,28.2,8192,23.8
Vermont,50013,Grand Isle County,1472,26.8,1428,26.1,1150,19.6
Vermont,50015,Lamoille County,4751,25.2,4652,24.9,3763,20.6
Vermont,50017,Orange County,5939,26.6,5814,26.1,4777,21.8
Vermont,50019,Orleans County,5998,28.5,6266,29.9,4577,22
Vermont,50021,Rutland County,13987,29.5,13337,28,10530,21.7
Vermont,50023,Washington County,10481,23,10460,23,9400,20.9
Vermont,50025,Windham County,8059,23.4,7843,22.8,6205,18.3
Vermont,50027,Windsor County,10640,24,10094,22.8,8148,18.1
Virginia,51001,Accomack County,8860,34.7,9367,36.6,8522,29.3
Virginia,51003,Albemarle County,17187,22.6,17141,22.9,13740,21.5
Virginia,51005,Alleghany County,4160,33,3871,30.8,3052,24.1
Virginia,51007,Amelia County,2833,29,3016,31,2387,26.9
Virginia,51009,Amherst County,7282,29.4,7511,30.3,6229,26.3
Virginia,51011,Appomattox County,3395,29.3,3473,30.2,2656,25.5
Virginia,51013,Arlington County,29782,16.1,30858,16.9,29590,18.5
Virginia,51015,Augusta County,19492,34,17274,30.4,12410,23.8
Virginia,51017,Bath County,1078,28.7,1174,31,928.8,23.6
Virginia,51019,Bedford County,19277,33.1,16293,30.6,11200,23.2
Virginia,51021,Bland County,1674,30.9,1603,29.4,1431,25.6
Virginia,51023,Botetourt County,6549,25.6,6530,25.8,5661,23.4
Virginia,51025,Brunswick County,4750,35.9,4640,34.5,4151,29.6
Virginia,51027,Buchanan County,6009,31.8,5634,29.5,4731,24.1
